t,formation,greedy,assignment,myopic,multipleroundsgreedy
1,7.95614196684733,6.494653146912214,6.494653146912214,6.494653146912214,6.494653146912214
2,7.975188625624243,8.693167520856221,8.169173229042874,8.657346826276816,8.693167520856221
3,8.024276046654387,10.000242043830779,8.970946123271604,9.66664317307746,10.077091770842982
4,8.095358890080403,10.190815732459928,9.601847253769572,9.590391905616976,10.185088142541655
5,8.156987711273542,10.048011042607069,9.073916607694269,9.112577710473827,10.022398684213426
6,8.200491234277923,10.05815939233652,8.760224648727771,8.972371690998148,10.16379923151279
7,8.231293051586215,10.140800488534623,8.59805440635132,8.375698685235331,10.155451334317187
8,8.264904424493123,10.275070401616492,8.207983065535922,8.044129131267063,10.239490892054205
9,8.304498777922229,10.07162444468278,8.720791160582252,7.7599391857081725,10.070055421119157
10,8.350303922299128,10.047875748211993,8.723274175072198,7.78258036525253,10.027793389382941
11,8.392807923392775,9.889406958139183,9.086937896374721,7.767043305696084,9.923260716665284
12,8.438449112762498,10.035257887470092,9.046461489235691,7.751343065734408,10.033069052747377
13,8.484167623770116,10.001539663006438,9.172950115650575,7.704604223241864,10.001539663006438
14,8.51885616850219,9.954381575760433,9.14211513056764,7.613745354361853,9.96329228300879
15,8.569951141378699,9.88710568132779,9.146224169797206,7.653958949602934,9.892380268791769
16,8.690787918008372,9.852015497624093,9.184417910043349,7.5388019925720275,9.855687291988936
17,8.631164143561517,9.852057607837716,9.16771698930002,7.580112843041923,9.901424922076409
18,8.581564942419117,9.88757587794755,9.247679251708314,7.613154856446645,9.925710235992485
19,8.529621266958381,9.868909400140334,9.317676488692861,7.610704117869784,9.915735771339964
20,8.472754175627834,9.837201237510929,9.331287809660713,7.578276163527392,9.897227225350454
21,8.416579290753027,9.753005516277794,9.332206476112734,7.614599441300362,9.836510181391702
22,8.361042267517911,9.848433565381255,9.325843738930216,7.579873582923674,9.863641435869457
23,8.303893593620991,9.769461183476666,8.925532851221421,7.5338286574820845,9.861670214675758
24,8.243226574176667,9.91813405107255,8.938999143644065,7.559784061741019,9.845141210658374
25,8.179108603950343,9.913337121792544,8.908395094187963,7.7161608747411945,9.838022332878205
26,8.111345439510679,9.906559049505724,9.125812893824149,7.755173898567375,9.747464019127396
27,8.089601580944311,9.825024190352334,9.079506789455513,7.642229008309147,9.766512384138277
28,8.088281675020747,9.865403422286482,9.121622839207552,7.526116180452648,9.856035472102102
29,8.086545930542227,9.90999827985565,8.939398046324541,7.549289762699372,9.920689945467839
30,8.06555340611953,9.928671117706942,8.893414183523888,7.734769311959509,9.928671117706942
31,8.072747593949986,9.893717696225965,9.012485255826702,7.685698022347215,9.893717696225965
32,8.114647792473136,9.872211597810654,9.083468942101186,7.596953929329982,9.87622876358792
33,8.16462915790893,9.928090377415982,9.017989443574741,7.492213204370848,9.898925519479263
34,8.20727545740292,9.977022312199626,9.507165295271202,7.652027798981241,9.928187896685095
35,8.250974150207828,10.03931308647608,9.435493792950364,7.63891329947115,9.99441898821513
36,8.303602539392482,10.06336801057167,9.47703838011518,7.588462138869854,10.03827149113124
37,8.355704448631593,10.086336291449568,9.472155909161712,7.600256839677337,10.117482994213502
38,8.406554850402832,10.137870600567387,9.483821922569058,7.620922236217403,10.137870600567387
39,8.430752196058492,10.142600122780756,9.614124208394523,7.6469600939349975,10.142600122780756
40,8.395251157325673,10.137532919897655,9.694833104669964,7.68176211434761,10.137532919897655
41,8.364509325525864,10.030875209141069,9.629922983554296,7.727728931945923,10.046861590479779
42,8.022015386979636,10.040083310419494,9.645936125875128,7.75574997597743,10.053565912465162
43,7.999390691104012,10.031804522855197,9.638162125919084,7.746578142980914,10.053951560766652
44,7.97411231791701,10.05832040535861,9.58062806275241,7.707278456055395,10.095355812494578
45,7.945791898753451,10.11572152214555,9.622612963159051,7.675435596190816,10.11572152214555
46,7.937907427279187,10.07385312718935,9.5437684436492,7.752788462209158,10.07385312718935
47,7.911696433106929,10.07998932381252,9.52517326109468,7.433878320805932,10.108811340436972
48,7.880697162206254,10.001839676120396,9.54673906657694,7.270210000280223,10.1109430678976
49,8.168028676631863,10.122257430532528,9.461677913133272,7.7622423725993706,10.157338969478925
50,8.145189144952331,10.19350655412258,9.592762752993545,7.9080630094633015,10.219138869363384
51,8.120180640291158,10.241192847975064,9.573877098333458,7.859430387743766,10.271591617407365
52,8.09279904585831,10.240470059261552,9.548436824278605,7.772633234620656,10.297509799342489
53,8.05817601586316,10.296378997124247,9.184154163805749,7.8153552686853995,10.363270463063078
54,7.918723959849601,10.366950401704955,9.270483295717614,7.861548467792516,10.400342042789527
55,7.8947977906195375,10.393220627429077,9.188896852485477,7.979021711612399,10.42025529475297
56,7.894475458128257,10.380465777944325,9.284682214267717,8.006883338989626,10.384843592300163
57,7.9174790444506336,10.35845092849284,9.26924726950381,8.035522426873172,10.371897532583475
58,7.943401968747876,10.334087110510014,9.363031316464937,7.962117104078336,10.385811308418583
59,7.956618907879618,10.396319694469025,9.3530003236982,7.95382827636127,10.418682697754926
60,7.954269836410875,10.428186653992867,9.298750019555634,7.956062653373238,10.431487485440815
